coord   	geo
#data_num	63
#slip_num	1544
#ndf     	-1481
#rss      	5.88266e+01  [m^2]
#rms      	9.66311e-01  [m]
#wrss   	NaN          [m^2]
#wrms   	NaN          [m]
#chi2    	NaN         
#rchi2   	NaN         
#r_1d   	NaN          [cm/km]
#r_2d   	3.79029e-01  [cm/km^2]
#strain   	1.78707e+00  [cm/km]

earth	homogeneous	3.00e+10  	0.2500

kappa   	0.00000     
beta     	0.00000     

smooth   	2d
surface  	free

fault 2 nicoya  -85.54233907   8.74026277     -86.82826920 10.01077299    0.0000e+00 6.1999e+04   25.00    -0.01000 0.01000  0.00000   -10.0000 0.0000  0.0000 0.0000  0.0000 0.0000    30 40
     subfault nicoya      1     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      2     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      3     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      4     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      5     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      6     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      7     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      8     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      9     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     10     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     11     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     12     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     13     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     14     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     15     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     16     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     17     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     18     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     19     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     20     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     21     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     22     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     23     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     24     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     25     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     26     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     27     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     28     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     29     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     30     8      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      1     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      2     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      3     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      4     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      5     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      6     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      7     9      -5.00000      0.03521      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      8     9      -5.00000      0.07924      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      9     9      -5.00000      0.09832      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     10     9      -5.00000      0.07611      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     11     9      -5.00000      0.02775      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     12     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     13     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     14     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     15     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     16     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     17     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     18     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     19     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     20     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     21     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     22     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     23     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     24     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     25     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     26     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     27     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     28     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     29     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     30     9      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      1    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      2    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      3    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      4    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      5    10      -5.00000      0.01218      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      6    10      -5.00000      0.09483      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      7    10      -5.00000      0.23626      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      8    10      -5.00000      0.37530      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      9    10      -5.00000      0.44262      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     10    10      -5.00000      0.39702      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     11    10      -5.00000      0.25298      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     12    10      -5.00000      0.08828      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     13    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     14    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     15    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     16    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     17    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     18    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     19    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     20    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     21    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     22    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     23    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     24    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     25    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     26    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     27    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     28    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     29    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     30    10      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      1    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      2    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      3    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      4    11      -5.00000      0.00152      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      5    11      -5.00000      0.10312      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      6    11      -5.00000      0.33064      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      7    11      -5.00000      0.63519      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      8    11      -5.00000      0.91867      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      9    11      -5.00000      1.07372      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     10    11      -5.00000      1.02672      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     11    11      -5.00000      0.77637      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     12    11      -5.00000      0.41496      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     13    11      -5.00000      0.10749      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     14    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     15    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     16    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     17    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     18    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     19    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     20    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     21    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     22    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     23    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     24    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     25    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     26    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     27    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     28    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     29    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     30    11      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      1    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      2    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      3    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      4    12      -5.00000      0.05212      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      5    12      -5.00000      0.27857      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      6    12      -5.00000      0.68293      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      7    12      -5.00000      1.18455      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      8    12      -5.00000      1.65030      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      9    12      -5.00000      1.93501      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     10    12      -5.00000      1.92807      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     11    12      -5.00000      1.60001      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     12    12      -5.00000      1.03678      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     13    12      -5.00000      0.43901      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     14    12      -5.00000      0.05383      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     15    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     16    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     17    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     18    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     19    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     20    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     21    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     22    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     23    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     24    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     25    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     26    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     27    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     28    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     29    12      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     30    12      -5.00000      0.00165      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      1    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      2    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      3    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      4    13      -5.00000      0.12770      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      5    13      -5.00000      0.49040      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      6    13      -5.00000      1.07564      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      7    13      -5.00000      1.78052      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      8    13      -5.00000      2.44441      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      9    13      -5.00000      2.88979      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     10    13      -5.00000      2.97031      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     11    13      -5.00000      2.62210      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     12    13      -5.00000      1.90799      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     13    13      -5.00000      1.03486      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     14    13      -5.00000      0.31137      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     15    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     16    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     17    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     18    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     19    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     20    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     21    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     22    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     23    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     24    13      -5.00000      0.00776      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     25    13      -5.00000      0.03207      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     26    13      -5.00000      0.02234      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     27    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     28    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     29    13      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     30    13      -5.00000      0.00516      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      1    14      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      2    14      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      3    14      -5.00000      0.00279      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      4    14      -5.00000      0.19877      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      5    14      -5.00000      0.67743      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      6    14      -5.00000      1.41569      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      7    14      -5.00000      2.29725      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      8    14      -5.00000      3.14366      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      9    14      -5.00000      3.75452      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     10    14      -5.00000      3.95520      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     11    14      -5.00000      3.64903      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     12    14      -5.00000      2.86662      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     13    14      -5.00000      1.79564      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     14    14      -5.00000      0.76182      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     15    14      -5.00000      0.11775      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     16    14      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     17    14      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     18    14      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     19    14      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     20    14      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     21    14      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     22    14      -5.00000      0.04793      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     23    14      -5.00000      0.25163      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     24    14      -5.00000      0.41541      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     25    14      -5.00000      0.43377      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     26    14      -5.00000      0.30399      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     27    14      -5.00000      0.12720      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     28    14      -5.00000      0.01554      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     29    14      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     30    14      -5.00000      0.00511      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      1    15      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      2    15      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      3    15      -5.00000      0.00783      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      4    15      -5.00000      0.24141      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      5    15      -5.00000      0.78945      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      6    15      -5.00000      1.62505      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      7    15      -5.00000      2.62587      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      8    15      -5.00000      3.60498      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya      9    15      -5.00000      4.35026      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     10    15      -5.00000      4.67064      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     11    15      -5.00000      4.44641      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     12    15      -5.00000      3.67801      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     13    15      -5.00000      2.52144      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     14    15      -5.00000      1.28627      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     15    15      -5.00000      0.35793      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     16    15      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
     subfault nicoya     17    15      -5.00000      0.00000      0.00000  -10.0000   0.0000    0.0000   0.0000    0.0000   0.0000
